NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Chuyên Gia Tài Chính,The Banker,2020,C13C132h,7.3/10,28K,"2,315",BiographyDrama,In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,George Nolfi,WritersNiceole R. Levy(screenplay by)George Nolfi(screenplay by)David Lewis Smith(screenplay by)StarsAnthony MackieSamuel L. JacksonNicholas Hoult,186,49 59
Ông Vua Đảo Staten,The King of Staten Island,2020,RR2h 16m,7.1/10,65K,200,ComedyDrama,Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.,Judd Apatow,WritersJudd ApatowPete DavidsonDave SirusStarsPete DavidsonBel PowleyRicky Velez,541,187 67
Emma.,,2020,PGPG2h 4m,6.7/10,51K,552,ComedyDramaRomance,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.",Autumn de Wilde,WritersEleanor Catton(screenplay by)Jane Austen(based on the novel by)StarsAnya Taylor-JoyJohnny FlynnMia Goth,533,210 71
Cô Gái Trẻ Hứa Hẹn,Promising Young Woman,2020,C18C181h 53m,7.5/10,164K,504,CrimeDramaMystery,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Emerald Fennell,WriterEmerald FennellStarsCarey MulliganBo BurnhamAlison Brie,1.1K,755 73
Vùng Đất Bị Ruồng Bỏ,The Devil All the Time,2020,C18C182h 18m,7.1/10,130K,608,CrimeDramaThriller,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,Antonio Campos,WritersAntonio Campos(screenplay by)Paulo Campos(screenplay by)Donald Ray Pollock(based on the novel by)StarsBill SkarsgårdTom HollandBanks Repeta,1K,205 55
The Last Dance,,2020,TV Mini SeriesTV-MATV-MA8h 11m,9.1/10,116K,837,DocumentaryBiographyHistory,"Charting the rise of the 1990s Chicago Bulls, led by Michael Jordan, one of the most notable dynasties in sports history.",Michael Jordan,StarsMichael JordanPhil JacksonScottie Pippen,,
My Octopus Teacher,,2020,TV-GTV-G1h 25m,8.1/10,53K,"4,030",Documentary,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",Pippa Ehrlich,DirectorsPippa EhrlichJames ReedWritersPippa EhrlichJames ReedStarsCraig FosterTom Foster,639,59 82
Rise of Empires: Ottoman,,2020,TV Mini Series44m,7.9/10,22K,"2,020",DocumentaryDramaHistory,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,Cem Yigit Uzümoglu,StarsCem Yigit UzümogluTommaso BasiliSelim Bayraktar,,
Song Đề Xã Hội,The Social Dilemma,2020,C13C131h 34m,7.6/10,81K,"4,654",DocumentaryDrama,"Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",Jeff Orlowski-Yang,WritersVickie CurtisDavis CoombeJeff Orlowski-YangStarsTristan HarrisJeff SeibertBailey Richardson,621,86 78
American Murder: The Family Next Door,,2020,TV-MATV-MA1h 23m,7.2/10,27K,"4,747",DocumentaryCrime,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",Jenny Popplewell,StarsNickole Atkinson(archive footage)Jim Benemann(archive footage)Luke Epple(archive sound),197,32 67
365 Ngày,365 dni,2020,C18C181h 54m,3.3/10,85K,53,DramaRomance,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",Barbara Bialowas,DirectorsBarbara BialowasTomasz MandesWritersTomasz Klimala(screenplay by)Tomasz Mandes(screen story by)Barbara Bialowas(screen story by)StarsAnna-Maria SiekluckaMichele MorroneBronislaw Wroclawski,,
Nữ Thần Chiến Binh 1984,Wonder Woman 1984,2020,C13C132h 31m,5.4/10,259K,630,ActionAdventureFantasy,"Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",Patty Jenkins,WritersPatty Jenkins(story by)Geoff Johns(story by)Dave Callaham(screenplay by)StarsGal GadotChris PineKristen Wiig,7.4K,408 60
Palm Springs: Mở Mắt Thấy Hôm Qua,Palm Springs,2020,C18C181h 30m,7.4/10,153K,954,ComedyFantasyMystery,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",Max Barbakow,WritersAndy Siara(screenplay by)Max Barbakow(story by)StarsAndy SambergCristin MiliotiJ.K. Simmons,658,244 83
The Courier,,2020,PG-13PG-131h 52m,7.1/10,58K,"1,475",DramaHistoryThriller,Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,Dominic Cooke,WriterTom O'ConnorStarsBenedict CumberbatchMerab NinidzeRachel Brosnahan,350,161 65
Phiên Tòa Chicago 7,The Trial of the Chicago 7,2020,C18C182h 9m,7.7/10,173K,"1,684",DramaHistoryThriller,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Aaron Sorkin,WriterAaron SorkinStarsEddie RedmayneAlex SharpSacha Baron Cohen,671,304 76
Chiến Hạm Thủ Lĩnh,Greyhound,2020,C13C131h 31m,7.0/10,95K,"1,686",ActionDramaHistory,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",Aaron Schneider,"WritersTom Hanks(screenplay by)C.S. Forester(based on the novel ""The Good Shepherd"" by)StarsTom HanksElisabeth ShueStephen Graham",914,183 64
Aida Và Cuộc Đàm Phán Sinh Tử,"Quo vadis, Aida?",2020,ApprovedApproved1h 41m,8.0/10,33K,"1,905",DramaHistoryWar,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Jasmila Zbanic,"WritersJasmila Zbanic(screenplay by)Hasan Nuhanovic(inspired by the book ""Under the UN Flag"" by)StarsJasna DjuricicIzudin BajrovicBoris Ler",309,132 97
Ammonite,,2020,RR2h,6.5/10,18K,"2,990",BiographyDramaHistory,"1840s England, acclaimed but overlooked fossil hunter Mary Anning and a young woman sent to convalesce by the sea develop an intense relationship, altering both of their lives forever.",Francis Lee,WriterFrancis LeeStarsKate WinsletSaoirse RonanGemma Jones,192,163 72
Vùng Đất Câm Lặng Phần II,A Quiet Place Part II,2020,C16C161h 37m,7.2/10,216K,450,DramaHorrorSci-Fi,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",John Krasinski,WritersJohn KrasinskiBryan Woods(based on characters created by)Scott Beck(based on characters created by)StarsEmily BluntMillicent SimmondsCillian Murphy,1.7K,389 71
Kẻ Săn Mồi Đáy Biển,Underwater,2020,C16C161h 35m,5.8/10,80K,533,ActionHorrorSci-Fi,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.,William Eubank,WritersBrian Duffield(screenplay by)Adam Cozad(screenplay by)StarsKristen StewartVincent CasselMamoudou Athie,1.1K,266 48
Cuộc Săn Lùng,The Hunt,2020,RR1h 30m,6.5/10,110K,594,ActionHorrorThriller,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.",Craig Zobel,WritersNick CuseDamon LindelofStarsBetty GilpinHilary SwankIke Barinholtz,1.2K,289 50
The Empty Man,,2020,RR2h 17m,6.2/10,27K,651,HorrorMysteryThriller,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",David Prior,WritersDavid Prior(screen story by)Cullen Bunn(based on the Boom! Studios graphic novel by)StarsJames Badge DaleMarin IrelandSasha Frolova,,
The Night House,,2020,RR1h 47m,6.5/10,47K,847,HorrorMysteryThriller,A widow begins to uncover her recently deceased husband's disturbing secrets.,David Bruckner,WritersBen CollinsLuke PiotrowskiStarsRebecca HallSarah GoldbergVondie Curtis-Hall,549,188 68
Kẻ Vô Hình,The Invisible Man,2020,C18C182h 4m,7.1/10,221K,902,DramaHorrorMystery,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",Leigh Whannell,WritersLeigh Whannell(screenplay by)H.G. Wells(novel)StarsElisabeth MossOliver Jackson-CohenHarriet Dyer,2K,472 72
Dị Nhân Thế Hệ Mới,The New Mutants,2020,C16C161h 34m,5.3/10,77K,934,ActionHorrorMystery,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",Josh Boone,WritersJosh BooneKnate LeeStarsMaisie WilliamsAnya Taylor-JoyCharlie Heaton,1.3K,203 43
Bill & Ted Giải Cứu Thế Giới,Bill & Ted Face the Music,2020,C13C131h 31m,5.9/10,46K,"1,552",AdventureComedyMusic,"Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",Dean Parisot,WritersChris Matheson(based on characters created by)Ed Solomon(based on characters created by)StarsKeanu ReevesAlex WinterKristen Schaal,972,205 65
Đỉnh Cao Sự Nghiệp,The High Note,2020,PG-13PG-131h 53m,6.4/10,11K,"2,031",DramaMusicRomance,A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,Nisha Ganatra,WriterFlora GreesonStarsDakota JohnsonTracee Ellis RossKelvin Harrison Jr.,170,128 58
Grizzly II: The Predator,,2020,Not RatedNot Rated1h 14m,2.8/10,1.3K,"3,514",HorrorMusicThriller,"All hell breaks loose when a giant Grizzly, reacting to the slaughter of Grizzlies by poachers, attacks at a massive big-band rock concert in the National Park.",André Szöts,WritersJoan McCall(story and screenplay)David Sheldon(story and screenplay)StarsGeorge ClooneyLaura DernCharlie Sheen,41,35 7
Dinner in America,,2020,1h 46m,7.2/10,2.8K,"3,793",ComedyDramaMusic,An on-the-lam punk rocker and a young woman obsessed with his band unexpectedly fall in love and go on an epic journey together through America's decaying Midwestern suburbs.,Adam Rehmeier,WriterAdam RehmeierStarsKyle GallnerYancey FuquaJennifer Kincer,35,63 80
Vì Anh Vẫn Tin,I Still Believe,2020,C13C131h 56m,6.4/10,12K,"4,382",BiographyDramaMusic,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,Andrew Erwin,DirectorsAndrew ErwinJon ErwinWritersJeremy Camp(based on the book by)Jon Erwin(screenplay)Jon Gunn(screenplay)StarsK.J. ApaBritt RobertsonNathan Parsons,203,62 41
Cuộc Thi Ca Khúc Truyền Hình Eurovision: Câu Chuyện Về Fire Saga,Eurovision Song Contest: The Story of Fire Saga,2020,PG-13PG-132h 3m,6.5/10,93K,"1,496",ComedyMusical,"When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",David Dobkin,WritersWill FerrellAndrew SteeleStarsWill FerrellRachel McAdamsDan Stevens,1.3K,186 50
Stargirl,,2020,PGPG1h 47m,6.1/10,5.5K,"2,162",ComedyDramaFamily,"An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves--and each other.",Julia Hart,WritersKristin Hahn(screenplay by)Julia Hart(screenplay by)Jordan Horowitz(screenplay by)StarsGrace VanderWaalGraham VerchereGiancarlo Esposito,121,35 61
The Prom: Vũ Hội Tốt Nghiệp,The Prom,2020,C13C132h 10m,5.9/10,27K,"4,568",ComedyDramaMusical,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,Ryan Murphy,WritersBob Martin(screenplay by)Chad Beguelin(screenplay by)Matthew Sklar(based on the Broadway musical by)StarsMeryl StreepJames CordenNicole Kidman,470,137 55
Trốn Chạy,Run,2020,C16C161h 30m,6.7/10,75K,643,MysteryThriller,A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,Aneesh Chaganty,WritersAneesh ChagantySev OhanianStarsSarah PaulsonKiera AllenSara Sohn,632,167 67
The Father,,2020,PG-13PG-131h 37m,8.2/10,141K,706,DramaMystery,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Florian Zeller,WritersChristopher Hampton(screenplay by)Florian Zeller(screenplay by)StarsAnthony HopkinsOlivia ColmanMark Gatiss,980,309 88
After We Collided,,2020,RR1h 45m,5.0/10,30K,493,DramaRomance,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",Roger Kumble,WritersAnna Todd(screenplay by)Mario Celaya(screenplay by)StarsJosephine LangfordHero Fiennes TiffinDylan Sprouse,543,53 14
Butcher: A Short Film,,2020,Not RatedNot Rated5m,6.8/10,466,"2,699",ShortActionCrime,"A short film in the world of Amazon Prime's ""The Boys"" which reveals what happened during Billy Butcher's missing couple of weeks after the events of the show's first season.",Liz Friedlander,WritersGarth EnnisEric KripkeDarick RobertsonStarsKarl UrbanDavid S. LeeKeana Lyn,,
Father of the Bride Part 3 (ish),,2020,Not RatedNot Rated26m,6.9/10,1.1K,"3,585",ShortFamily,"Twenty-five years after the second movie's release, the Banks family gathers for a Zoom call and a very special wedding-related announcement.",Nancy Meyers,WriterNancy MeyersStarsDiane KeatonKieran CulkinKimberly Williams-Paisley,,
The Stranger,,2020,TV SeriesTV-MATV-MA8m,6.3/10,1.3K,"3,616",ShortThriller,An unassuming young rideshare driver is thrown into her worst nightmare when a mysterious Hollywood Hills passenger enters her car.,Maika Monroe,StarsMaika MonroeDane DeHaanAvan Jogia,,
Black Panther: Origins,,2020,,5.7/10,353,,ShortActionAdventure,"The untold story of how T'Challa, the King of Wakanda, rose to power in the isolated, technologically advanced African nation of Wakanda.",Jamin Thompson,WriterJamin ThompsonStarsJamin ThompsonKristina JimenezLarry Banks,,
Rules for Werewolves,,2020,10m,8.0/10,43,,ShortDramaFantasy,"As teens ransack a suburban home for food and clothing, one recounts how he got there and how desperation has changed him.",Jeremy Schaulin-Rioux,WriterKirk LynnStarsFinn WolfhardKelcey MawemaRyan Robbins,,
Đường Trở Về,The Way Back,2020,RR1h 48m,6.7/10,46K,"2,839",DramaSport,"Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.",Gavin O'Connor,WriterBrad IngelsbyStarsBen AffleckAl MadrigalJanina Gavankar,354,163 66
Trận chiến sông Scheldt,De slag om de Schelde,2020,TV-MATV-MA2h 4m,7.1/10,27K,"2,201",DramaWar,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",Matthijs van Heijningen Jr.,WritersPaula van der Oest(screenplay)Jesse Maiman(story by)Pauline van MantgemStarsGijs BlomJamie FlattersSusan Radder,,
Shadow in the Cloud,,2020,RR1h 23m,4.9/10,26K,"3,043",ActionHorrorWar,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,Roseanne Liang,WritersMax LandisRoseanne LiangStarsChloë Grace MoretzNick RobinsonBeulah Koale,1K,162 66
Summerland,,2020,PGPG1h 39m,7.0/10,6.9K,"3,999",DramaRomanceWar,"During World War II, an Englishwoman opens her heart to an evacuee after initially resolving to be rid of him in this moving journey of womanhood, love and friendship.",Jessica Swale,WriterJessica SwaleStarsGemma ArtertonGugu Mbatha-RawPenelope Wilton,108,84 56
5 Chiến Hữu,Da 5 Bloods,2020,C18C182h 34m,6.5/10,51K,"4,116",AdventureDramaWar,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,Spike Lee,WritersDanny BilsonPaul De MeoKevin WillmottStarsDelroy LindoJonathan MajorsClarke Peters,856,262 82
Tiếng Gọi Nơi Hoang Dã,The Call of the Wild,2020,PP1h 40m,6.7/10,48K,"1,951",AdventureDramaFamily,A sled dog struggles for survival in the wilds of the Yukon.,Chris Sanders,WritersMichael Green(screenplay by)Jack London(based upon the novel by)Egerton Ryerson Young(source material)StarsHarrison FordOmar SyCara Gee,554,178 48
